dataset_id	gsm_id	sample_title	predicted_subtype	assignment_score	runner_up_subtype	runner_up_score	assignment_margin	assignment_margin_rank	assignment_entropy	score_emt	score_msi	score_mss_tp53_minus	score_mss_tp53_plus	shared_gene_count
GSE26901	GSM662566	Gastric tumor tissue KS_015_T	MSS/TP53+	0.264896	MSI	0.259275	0.00562138	low	0.971787	-0.48954	0.259275	0.245187	0.264896	15339
GSE26901	GSM662567	Gastric tumor tissue KS_069_T	MSI	0.205108	MSS/TP53-	0.164736	0.040372	low	0.985314	-0.337585	0.205108	0.164736	0.142868	15339
GSE26901	GSM662568	Gastric tumor tissue KS_107_T	MSS/TP53-	0.218839	MSI	0.17484	0.0439983	low	0.985544	-0.328552	0.17484	0.218839	0.0968473	15339
GSE26901	GSM662569	Gastric tumor tissue KS_145_T	MSS/TP53-	0.254033	MSI	0.097739	0.156294	medium	0.988586	-0.250861	0.097739	0.254033	0.00938046	15339
GSE26901	GSM662570	Gastric tumor tissue KS_169_T	MSS/TP53-	0.26345	MSS/TP53+	0.259905	0.00354446	low	0.97643	-0.429724	0.171745	0.26345	0.259905	15339
GSE26901	GSM662571	Gastric tumor tissue KS_185_T	MSS/TP53+	0.266466	MSI	0.143748	0.122718	medium	0.985635	-0.303403	0.143748	0.102399	0.266466	15339
GSE26901	GSM662572	Gastric tumor tissue KS_191_T	EMT	0.233341	MSI	-0.0647554	0.298096	high	0.987899	0.233341	-0.0647554	-0.0947811	-0.261813	15339
GSE26901	GSM662573	Gastric tumor tissue KS_195_T	MSS/TP53+	0.277743	MSS/TP53-	0.169044	0.108699	medium	0.983254	-0.335582	0.122118	0.169044	0.277743	15339
GSE26901	GSM662574	Gastric tumor tissue KS_207_T	EMT	0.538567	MSI	-0.15978	0.698346	high	0.940607	0.538567	-0.15978	-0.37929	-0.351133	15339
GSE26901	GSM662575	Gastric tumor tissue KS_211_T	MSS/TP53-	0.0517234	MSI	0.0396763	0.0120471	low	0.999288	-0.0511966	0.0396763	0.0517234	-0.0325221	15339
GSE26901	GSM662576	Gastric tumor tissue KS_001_T	EMT	0.40381	MSI	-0.192168	0.595978	high	0.968884	0.40381	-0.192168	-0.197779	-0.263125	15339
GSE26901	GSM662577	Gastric tumor tissue KS_021_T	EMT	0.229289	MSI	-0.105463	0.334751	high	0.990608	0.229289	-0.105463	-0.120956	-0.143143	15339
GSE26901	GSM662578	Gastric tumor tissue KS_031_T	MSS/TP53+	0.194038	MSS/TP53-	0.081104	0.112934	medium	0.995131	-0.0924395	-0.0621797	0.081104	0.194038	15339
GSE26901	GSM662579	Gastric tumor tissue KS_041_T	MSS/TP53-	0.0397384	MSI	0.0167843	0.0229541	low	0.999642	-0.0212814	0.0167843	0.0397384	-0.0407343	15339
GSE26901	GSM662580	Gastric tumor tissue KS_051_T	MSS/TP53+	0.146583	MSI	0.0436887	0.102895	medium	0.997219	-0.0558763	0.0436887	-0.0683651	0.146583	15339
GSE26901	GSM662581	Gastric tumor tissue KS_095_T	MSS/TP53-	0.172175	MSI	0.099045	0.0731298	medium	0.993791	-0.173186	0.099045	0.172175	-0.0442215	15339
GSE26901	GSM662582	Gastric tumor tissue KS_101_T	EMT	0.147752	MSS/TP53+	-0.0125322	0.160284	medium	0.996157	0.147752	-0.0866215	-0.11002	-0.0125322	15339
GSE26901	GSM662583	Gastric tumor tissue KS_105_T	EMT	0.550002	MSI	-0.177933	0.727934	high	0.938411	0.550002	-0.177933	-0.371322	-0.356152	15339
GSE26901	GSM662584	Gastric tumor tissue KS_113_T	EMT	0.570389	MSI	-0.22949	0.799879	high	0.93413	0.570389	-0.22949	-0.31602	-0.391599	15339
GSE26901	GSM662585	Gastric tumor tissue KS_119_T	MSS/TP53-	0.193822	MSI	0.192612	0.0012108	low	0.985175	-0.33857	0.192612	0.193822	0.124376	15339
GSE26901	GSM662586	Gastric tumor tissue KS_149_T	MSS/TP53+	0.244772	MSI	0.148431	0.0963409	medium	0.985077	-0.324382	0.148431	0.143179	0.244772	15339
GSE26901	GSM662587	Gastric tumor tissue KS_167_T	MSI	0.104228	MSS/TP53-	0.0553868	0.0488416	low	0.997156	-0.137539	0.104228	0.0553868	0.0391312	15339
GSE26901	GSM662588	Gastric tumor tissue KS_247_T	MSS/TP53+	0.230832	MSS/TP53-	0.205967	0.0248652	low	0.9834	-0.34866	0.134469	0.205967	0.230832	15339
GSE26901	GSM662589	Gastric tumor tissue KS_269_T	MSS/TP53+	0.20828	MSS/TP53-	0.154611	0.0536691	low	0.989274	-0.263854	0.0836638	0.154611	0.20828	15339
GSE26901	GSM662590	Gastric tumor tissue KS_047_T	MSS/TP53+	0.0912487	MSS/TP53-	0.0407762	0.0504725	low	0.998841	-0.0265226	-0.0527289	0.0407762	0.0912487	15339
GSE26901	GSM662591	Gastric tumor tissue KS_049_T	MSS/TP53-	0.0955919	MSS/TP53+	0.0883703	0.0072216	low	0.99771	-0.0281072	-0.0948465	0.0955919	0.0883703	15339
GSE26901	GSM662592	Gastric tumor tissue KS_115_T	EMT	0.139205	MSS/TP53-	-0.0173501	0.156555	medium	0.996419	0.139205	-0.128621	-0.0173501	-0.0557021	15339
GSE26901	GSM662593	Gastric tumor tissue KS_123_T	MSS/TP53-	0.198925	MSS/TP53+	0.192275	0.00665046	low	0.989144	-0.25343	0.0427086	0.198925	0.192275	15339
GSE26901	GSM662594	Gastric tumor tissue KS_155_T	MSS/TP53+	0.0818131	EMT	0.0241099	0.0577032	medium	0.998891	0.0241099	-0.0725466	-0.00523682	0.0818131	15339
GSE26901	GSM662595	Gastric tumor tissue KS_173_T	MSS/TP53-	0.235433	MSI	0.0993144	0.136119	medium	0.989935	-0.232875	0.0993144	0.235433	-0.00578501	15339
GSE26901	GSM662596	Gastric tumor tissue KS_091_T	MSI	0.0223967	MSS/TP53-	0.0163308	0.00606584	low	0.999831	-0.0331779	0.0223967	0.0163308	0.00990802	15339
GSE26901	GSM662597	Gastric tumor tissue KS_111_T	MSS/TP53+	0.228639	MSS/TP53-	-0.0136421	0.242281	high	0.994615	-0.0769535	-0.0222797	-0.0136421	0.228639	15339
GSE26901	GSM662598	Gastric tumor tissue KS_135_T	EMT	0.263236	MSI	-0.120525	0.38376	high	0.987102	0.263236	-0.120525	-0.120847	-0.191684	15339
GSE26901	GSM662599	Gastric tumor tissue KS_139_T	MSI	0.184865	MSS/TP53+	0.15296	0.031905	low	0.989963	-0.263061	0.184865	0.0699386	0.15296	15339
GSE26901	GSM662600	Gastric tumor tissue KS_157_T	MSS/TP53+	0.092316	MSS/TP53-	0.0497581	0.0425579	low	0.998169	0.0063246	-0.102092	0.0497581	0.092316	15339
GSE26901	GSM662601	Gastric tumor tissue KS_163_T	MSS/TP53+	0.0660621	EMT	0.0271163	0.0389457	low	0.999185	0.0271163	-0.0226222	-0.0588233	0.0660621	15339
GSE26901	GSM662602	Gastric tumor tissue KS_203_T	EMT	0.171623	MSS/TP53+	-0.00283023	0.174453	high	0.994659	0.171623	-0.104351	-0.131329	-0.00283023	15339
GSE26901	GSM662603	Gastric tumor tissue KS_231_T	EMT	0.467383	MSI	-0.172371	0.639754	high	0.955782	0.467383	-0.172371	-0.252842	-0.357324	15339
GSE26901	GSM662604	Gastric tumor tissue KS_253_T	MSS/TP53-	0.200871	MSS/TP53+	0.141648	0.0592238	medium	0.99104	-0.230277	0.0408593	0.200871	0.141648	15339
GSE26901	GSM662605	Gastric tumor tissue KS_265_T	MSS/TP53+	0.109291	MSI	0.00856117	0.100729	medium	0.998717	-0.0518848	0.00856117	-0.00681294	0.109291	15339
GSE26901	GSM662606	Gastric tumor tissue KS_267_T	EMT	0.48842	MSI	-0.206092	0.694512	high	0.952022	0.48842	-0.206092	-0.237833	-0.366498	15339
GSE26901	GSM662607	Gastric tumor tissue KS_271_T	MSS/TP53+	0.0759543	MSS/TP53-	0.0319831	0.0439713	low	0.999094	-0.063543	0.00982775	0.0319831	0.0759543	15339
GSE26901	GSM662608	Gastric tumor tissue KS_275_T	MSS/TP53+	0.279686	MSI	0.223971	0.0557153	low	0.974937	-0.450769	0.223971	0.219037	0.279686	15339
GSE26901	GSM662609	Gastric tumor tissue KS_281_T	MSS/TP53+	0.233209	MSS/TP53-	0.0999722	0.133237	medium	0.992859	-0.126257	-0.0577774	0.0999722	0.233209	15339
GSE26901	GSM662610	Gastric tumor tissue KS_287_T	EMT	0.11435	MSI	-0.0452547	0.159605	medium	0.997769	0.11435	-0.0452547	-0.0810033	-0.0539877	15339
GSE26901	GSM662611	Gastric tumor tissue KS_297_T	MSS/TP53-	0.213135	MSS/TP53+	0.207104	0.00603041	low	0.985052	-0.326895	0.114673	0.213135	0.207104	15339
GSE26901	GSM662612	Gastric tumor tissue KS_225_T	EMT	0.282184	MSS/TP53-	-0.129505	0.411689	high	0.985811	0.282184	-0.158242	-0.129505	-0.15459	15339
GSE26901	GSM662613	Gastric tumor tissue KS_255_T	MSS/TP53+	0.075073	EMT	0.0540824	0.0209906	low	0.998247	0.0540824	-0.0244501	-0.103372	0.075073	15339
GSE26901	GSM662614	Gastric tumor tissue KS_259_T	MSS/TP53-	0.203962	MSI	0.147076	0.0568862	medium	0.989583	-0.256558	0.147076	0.203962	0.00869203	15339
GSE26901	GSM662615	Gastric tumor tissue KS_285_T	EMT	0.16433	MSI	0.132992	0.0313378	low	0.986751	0.16433	0.132992	-0.304168	-0.150081	15339
GSE26901	GSM662616	Gastric tumor tissue KS_289_T	MSS/TP53-	0.267337	MSS/TP53+	0.26365	0.00368745	low	0.974865	-0.449622	0.19136	0.267337	0.26365	15339
GSE26901	GSM662617	Gastric tumor tissue KS_293_T	MSI	0.0949381	EMT	0.0373324	0.0576057	medium	0.997215	0.0373324	0.0949381	-0.0902912	-0.116621	15339
